title,requirement
Sr. Software Engineer in Test (WFBS-SVC),"
Job description
      Overview
Worry-Free Business Security Service(WFBS-SVC) provides advanced security protection through Trend Micro high-available and high-scalable data center. Security Agent could be easily deployed to devices(Windows/Mac/Android/iOS) at anywhere and conveniently managed by WFBS-SVC management console.
By leveraging the SaaS industry best practice, candidate will co-work with the team to innovate customer-friendly solution. Candidate will be responsible for defect hunting, customer problem clarification, service deployment, and healthy monitoring. Automation is the way we accomplish the mentioned tasks efficiently.
Qualification/Requirement
 BS or MS in Computer Science or related field. 3+ years working experience in software industry. Familiar with at least one script language like Python, or Shell script. You prefer automation over repetition. Experienced in Windows/Linux operation and troubleshooting. Knowledge of TCP/IP, HTTP, HTTPS, Proxy, RESTful. Good communication skills in English. Experience in Mobile(Android/iOS) area is plus.

    "
Sr. Software Engineer(C#),"
Job description
      Key Responsibilities
Work with product owner & BA to understand user requirementDesign and implement feature based on the requirement from frontend to backendWrite test to improve product quality, ensure system performance & responsivenessInvolve in system infrastructure build up, software design and productivity improvementBe a mentor to coach junior engineers to quickly involve in project developmentProactive to find cutting-edge technologies to improve/enhance software design
 了解及定義功能需求 實作前台至後台的功能開發 撰寫測試程式改善產品品質與穩定性 參與系統架構設計與實作 作為mentor需快速帶領資淺工程師參與開發 主動研究新技術改善現有軟體缺失
Key Requirements
 BA/BS degree in Computer Science or related technical discipline, or equivalent practical experience 5+ years backend and frontend (client-server application) development using C# Socket programming with MVC(MVVM) framework for C# Experience with concurrency & multi-thread/multi-process development Experience with object oriented design, design pattern, software design, coding, testing and automation (unit, integration & functional testing) Experience with relational databases (transactional and non-transactional) or NoSQL (MongoDB, Redis) Self-motivated and good team-work
Preferred Qualifications
 Experience developing FinTech (especially Forex) or real-time trading system Experience in distributed & scalable system development using message, event and service discovery at large scale & high-throughput Experience with message/event solutions Experienced with Agile, Scrum development methodology
Basic Qualifications
 大學畢業，資訊相關背景或擁有技術實務經驗 5年以上的後台開發經驗，使用C# 熟悉socket程式設計，並且有C# MVC(Mvvm)經驗者佳 Concurrency & multi-thread/multi-process開發經驗 有物件導向與使用design pattern的經驗，並運用在軟體設計，實作與測試 關聯式資料庫或NoSQL的使用經驗 (MySQL, MongoDB, Redis) 主動且有好的團隊工作態度
Preferred Qualifications
 有開發外匯或相關FinTech系統經驗 參與過分散式系統開發，並使用message, event & service discovery Message, event經驗 敏捷開發相關經驗
"
"DO-[台北]外商找Senior Frontend Developer, 1M~1.5M 更高可談","
Job description

工作內容
工作說明：
Senior Frontend Developer, 1~1.5M 更高可談
工作內容:
處理前端網頁效果呈現、站台切套版製作版面維護與調整，如：HTML、Javascript、CSS與網頁設計師合作，將靜態的設計頁面實作成動態網頁開發mobile web解決網頁在跨瀏覽器所產生的問題善於溝通與重視團隊合作充滿創意 與 願意嘗試任何的可能性
條件要求
工作經歷：4年以上
語文條件：英文 – 聽 /中等、說 /中等、讀 /中等、寫 /中等
工作地點：
台北市大安區
工作時間：
日班
休假制度：
週休二日
工作性質：
全職
職務類別：
軟體工程師 、 網站程式設計師
工作待遇：
面議
需求人數：
1人
到職日期：
一個月內
職缺更新：
2017/5/2
求才條件
身份類別：
一般求職者
學歷限制：
大學 以上
科系限制：
不拘
工作經驗：
不拘
語言能力：
英文 聽:中等 說:中等 讀:中等 寫:中等
工作福利
"
Sr. Software Engineer (Deep Security),"
Job description
Overview
Deep Security is the best cloud security product in the world that has wined SC magazine award. We are looking for partners that can help Deep Security moving faster in cloud security pioneer position.
Job Description
 Develop security software for on premise and SaaS virtualization environment. Resolve customer problems to support critical business successfully. Collaborate with global product development team among multiple countries. Assure software quality to ensure product viability. Research security solution that can adopt on private and public cloud.
Required Skills
Qualification/Requirement:
 Bachelor degree or higher in computer Science or equivalent work experience. 3+ years of working experience on software development with Java, C or C++. Experience on virtualization technology like VMWare ESX, vCloud, KVM, AWS is a plus.
Nice To Have Skills
 Experience of enterprise web technology such as J2EE, Apache Tomcat, JavaScript, restful and SOAP. Experience on Windows system programming is a plus. Software development experience on multiple OS platforms is a plus. Strong software problem solving skill and customer-oriented approach to deal with customer issues. Good English communication skill and proactive mindset on global team collaboration.

"
Android Developer,"
Job description

Key Responsibilities
充滿矽谷風格的新創團隊，擁有千萬級以上user的世界級產品。
工作氣氛自由、活潑。尋找具有新奇點子、擁有自主管理能力的Android工程師，開發下一個世界級產品。
Key Requirements
 1年以上Android開發經驗 對寫程式充滿熱情，主動學習新事物 英文基本溝通能力
Job Benefits
彈性工時
歡樂的工作氣氛
寬廣舒適的辦公空間
    "
Software Engineer in Test (TERRA),"
Job description
      Overview
Are you passionate about Agile development and Cloud Computing on new web protection innovations that will influnce 20 million of customers?
We are looking for a highly motivated Engineer in Test to deliver high quality systems/services.
You will be involved in
All phases of product life cycle(construction, testing, deployment, sustain, EOL/EOS)
And you will be responsible for
Clarify product requirements through effective communication with stakeholders.Planning and execution of product testing.Investigate new technologies and implement in product testing.Investigate new technologies and implement in product testing.Create testing specification and related documents (Test plan, Test cases, Test reports, etc).Develop automation plans and test scripts to validate the product.
Qualification/Requirement
Passionate and highly motivated about testing and software qualitySelf-motivated and able to work effectively as an individual contributorKnowledge of testing processes, such as test spec and test case development, test automationModerate communication in English is essential2-3 years of developing experience1-2 years of cloud/web service testing experience1-2 years of ASP.NET(C#), IIS Server, JavaScript, SOAP, RESTful API, XML or MS SQL experienceA Bachelor or higher degree with at least 1 years of field experienceFamiliar with JMeter, Robot Framework, Python, PHP would be a plus
    "
Sr. Software Development Engineer,"
Job description
      Overview
Role – Engineer in solution development
The position will be responsible for providing the solutions to resolve the real-world threat. This candidate is expected to be able work closely with QA, operation team, SEG and product teams for problem solving and troubleshooting. Candidate need contribute invitation ideas and also implement those ideas to deliver qualified and effectiveness solution to customers in time.
While working in our team, the opportunities and benefits are as follows.
 Directly work on or indirectly work with Trend Micro different Core Technologies and products.  Have the opportunity to learn the knowledge on different OS platforms(ex: Windows, Linux, Mac OS…)  Customer insight - Understand what is the emerging threat and how they affect our customers.  Learn comprehensive software development lifecycle.  Learn to address Malware/Virus  Learn how to use machine learning to classify Malware 
Qualification/Requirement
 Bachelor degree or higher in Computer Science, Mathematics or equivalent work experience 3+ years’ experience in software development Solid C/C++ programming and debugging skill Good English communication skills Good problem solving skill Trustworthy, proactive and self-motivated Windows Driver development experience will be a plus Linux application programming experience will be a plus Possess machine learning experience or familiar with algorithm is a plus Experience with applying predictive modeling using sophisticated algorithms such as Support Vector Machine, Deep Learning, NLP...on resolving real world problems is a plus. Have adequate assembly language knowledge is a plus

    "
VW-外商 ASP.NET Programmer 40K-95K*13個月,"
Job description
      
工作內容
工作說明：
建置與開發網站前後台API系統開發系統諮詢中心監控以及數據分析資料庫建置與規劃
其他條件：
須配合出國培訓(新加坡或馬來西亞) 最多一年一次,一次兩星期熟悉.net(C#、VB) C#尤佳，及MS SQL熟悉Ajax、Java Script、CSS等相關網頁開發技術熟MVC開發架構佳 (非必要)
大學剛畢業沒有工作經驗的,也可以投遞唷,公司願意培訓!!!
工作地點：
台北市內湖區
工作時間：
日班
休假制度：
週休二日
工作性質：
全職
職務類別：
軟體工程師 、 軟體專案主管
工作待遇：
面議
需求人數：
2人
到職日期：
急徵
職缺更新：
2017/5/2
求才條件
身份類別：
不拘
學歷限制：
不拘
科系限制：
不拘
工作經驗：
不拘
工作福利
    "
Software Development Engineer in Test,"
Job description
Overview
TippingPoint offers a wide range of network security solutions with real-time network protection, visibility, and centralized management and analytics that are easy to use, configure, and install. ( http://www.trendmicro.com/us/business/network-security/ )
We are looking for the talents who are interesting in business of Very Large Enterprise segment. TippingPoint is hiring Software Development Engineer in Test (SDET). The SDET will work closely as part of TippingPoint engineering team.
 Work with cross-functional teams (Architects, Developers, QA) in test engineering and automation activities across the organization Automate and document tests from existing test cases/scenarios and new feature specifications Help investigate, evaluate, select, and integrate best available framework/tool solutions as required for test automation success Work to continuously improve test automation concepts and best practices, automation testing strategies, and test case design specifications Contribute to production of automation templates, examples, and training collateral Understanding of networking and network security technologies Experience with Agile development model
Training Plan
Week 1: Product Training
Week 2: Execute IPS and SMS test cases
Week 3: Create new test cases from template cases (IPS/SMS)
Week 4: Adding core Otto support for new test coverage
Qualification/Requirement
 Qualification/Requirement: 
 Experience with version control software (e.g., git, svn) Experience with scripting/programming languages and techniques (e.g., Java, Python) Experience with Linux operating system variants Excellent verbal and written communication skills Working knowledge of Agile development (e.g., Jira, Rally) Working knowledge of virtualization (KVM, VMWare) a plus BS CS/CE or related field and/or equivalent industry experience 5+ years’ relevant experience

"
Sr. Software Engineer in Test (U-Sandbox),"
Job description
      Overview
 Trend Micro Deep Discovery product line  - Proven protection against targeted attacks, Advanced Persistent Threats (APT), and Ransomware
In this job -  Software Engineer in Test  , as well as Software Engineer , the person will be responsible for testing task for Trend Micro Deep Discovery product line, this job is tightly involved in every aspect of software development life cycle and equally have the complete career paths (professional and management roles). As Software Engineer in Test, we work closely with Software Engineers, Architects, and Project Managers to develop quality products. We write/review codes to evaluate the quality of product codes. Software Engineer in Test in our team also need to study latest software technology and technical skills from internal/external training seminars or conferences in order to deliver the world class cloud security solutions to protect millions of computers using our products , we are also researching and integrating new threat defense technology to tackle fast changing threat landscape.
Qualification/Requirement
 BS or MS in Computer Science or related field.  Experience of scripting or programing. (Java, Python, bash shell script)  Experienced at least in one of popular python framework (Django, Flask)  Programming experience of C/C++ is a plus  Proficient in using, installing and configuring Linux and Unix systems.  Solid knowledge of Virtualization technology (e.g. VMWare , virtualbox ).  Good English communication skills.  Adequate knowledge of database and networking-related technologies (e.g. TCP/IP, network protocols) is a plus.  Self-Motivated and proactive to solve problems independently  Good understanding of general principle of software testing, knowing how to do trouble shooting as well as submitting qualified issue report 
Experienced Required
2+ years of test automation experience and/or deep threat knowledge is a plus.
    "
前端網頁程式設計師FrontEndWeb Developer,"
Job description
      工作內容
本公司主要工作性質為將一個大型社交網站或手機網站變得更具有親和性，在此你的工作內容為:
需實作具功能性的 table-less HTML程式碼，負責將美術設計部門合作將靜態設計頁面圖轉換為動態網頁，並進階透過CSS,Javascript,AJAX,JQuery強化網站互動性，此工作您會實際應用XML/XSLT與後端程式搭配存取後端資料庫。
如果您是一位習慣跨部門合作工作環境並具基本美術設計概念，歡迎您加入我們團隊。
如果亦熟悉PHP程式設計佳
註：現場將給予面試者一個需時40分鐘的筆試(HTML,CSS,Javascript,JQuery)
一年有特休10天
美國公司網站 http://www.friendfindernetwork.com
職缺條件
工作性質：全職身份類別：一般求職者是否出差：不需出差/外派管理責任：不需負擔管理責任可上班日：一個月內工作經驗：2年以上學歷要求：專科、大學、碩士、博士語文條件：英文 聽:略懂 / 說:略懂 / 讀:中等 / 寫:中等
擅長工具：Java Script、AJAX、HTML、CSS工作技能：不拘其他條件：未填寫需求人數：2-4人
福利與制度
公司制度
美式管理風格,
年輕團隊,良好的工作環境及辦公室氣氛
享有三節、生日禮券
不定時聚餐及各項員工活動
享勞健保
週休二日
    "
Ruby on Rails Developer,"
Job description
      工作內容
具備以下條件，勇於接受挑戰，充滿創意又有執行力的朋友，歡迎加入我們的行列！！
 熟悉資料庫 MySQL 語法操作 熟悉以 Ruby on rails 開發網頁後台程式 俱伺服器或雲端伺服器建置操作經驗尤佳 熟悉 Javascript/HTML5/CSS3 尤佳
職缺條件
工作性質：全職身份類別：一般求職者、應屆畢業生是否出差：不需出差/外派管理責任：不需負擔管理責任可上班日：一個月內工作經驗：無經驗可學歷要求：大學、碩士、博士語文條件：不拘擅長工具：不拘工作技能：不拘其他條件：未填寫需求人數：1人
福利與制度
公司制度
◆獎金福利
年節獎金
◆休假福利
週休二日員工陪產假
◆保險福利
勞保健保
◆餐飲福利
員工餐廳
◆居住福利
外地員工房屋(租賃)補助
◆交通福利
停車補助
◆娛樂福利
員工聚餐
"
Web developer/designer,"
Job description
      工作內容
Responsibilities
 Manage website and lead localisation of all pages in all assigned languages. Create and manage a content management system for our website content. Integrate website with various third-party services. Analyze user behavior data to improve landing page experience. Work hand-in-hand with R&D and Design teams to integrate landing pages and products seamlessly.
Requirements
 Excellent communication skills in both English and Chinese. Strong knowledge of HTML/CSS/Javascript/PHP. Conversion-oriented mindset. Good problem-solving skills.
相似工作
                 
此公司其他職缺
  
工作條件
職務類別
軟體設計工程師、Internet程式設計師、其他資訊專業人員
接受身分
上班族
工作待遇
面議
工作經歷
不拘
上班地點
新北市新莊區思源路27號11樓
學歷要求
大學以上
上班時段
日班可上班日
不限 科系要求
不拘 擅長工具
不拘 工作技能
不拘 相關證照
不拘 具備駕照
不拘 語文條件
英文 - 聽/精通、說/精通、讀/精通、寫/中等 
教育訓練一偶
APEC全球創業挑戰賽
上海MWC
"
Android APP Developer(開發工程師),"
Job description
      工作內容
具Android應用程式開發經驗整合開發影像處理產品與解決方案邏輯性強，具企圖心熟悉[Android Studio]或[Eclipse]熟網頁開發經驗尤佳具企圖心，公司提供發揮空間與學習成長機會歡迎相關科系進入華通團隊。
職缺條件
工作性質：全職身份類別：一般求職者、應屆畢業生是否出差：不需出差/外派管理責任：不需負擔管理責任可上班日：一個月內工作經驗：1年以上學歷要求：專科、大學、碩士、博士科系限制：資訊工程相關、資訊管理相關、應用數學相關語文條件：英文 聽:中等 / 說:略懂 / 讀:中等 / 寫:中等
擅長工具：Java、HTML、CSS、JavaScript、Android、ASP工作技能：軟體工程系統開發需備駕照：輕型機車、普通小型車其他條件：我們熱烈歡迎對圖像技術領域有興趣者，與對新技術/工作有熱忱者，華通將提供自由/良好學習平台，讓您盡情發揮。需求人數：1人
福利與制度
公司制度
 週休二日。 三節獎金。 健、勞保及團體保險。 績效獎金。 年度分紅。 國內外旅遊活動,每二年舉辦一次。 慶生會,每二個月合辦慶生會。
"
Web Developer 全端工程師,"
Job description

工作內容
新架構的創新社群電子商務網站，尋求團隊夥伴：
 對程式設計有熱情，能自我學習，不怕挑戰 有團隊合作的精神，樂於分享技術新知 開發技能以PHP/MySQL/AJAX為主， 需懂得HTML5/CSS3基本概念，有前端開發經驗者更佳 需有任何一種PHP Framework開發經驗 需有三年以上PHP程式開發工作經驗 工作內容會接觸restfull、git、cakephp、aws等，有其一以上相關經驗或樂於學習者優先率取。 AWS使用經驗，如 EC2, RDS, S3, CDN, EB(Elastic Beanstalk)
相似工作
   
工作條件
職務類別
電子商務技術主管、Internet程式設計師
接受身分
不拘
工作待遇
面議
工作經歷
不拘
上班地點
台北市中山區復興南路一段36-3號4樓
鄰近捷運站
忠孝復興、南京東路
管理責任
人數未定上班時段
日班休假制度
依勞基法規定可上班日
不限 學歷要求
不拘
科系要求
不拘 擅長工具
MySQL、AJAX、PHP 工作技能
網路程式設計 相關證照
不拘 具備駕照
不拘 語文條件
不拘
"
iOS Developer,"
Job description
      工作內容
至少2年以上 Native iOS 開發經驗 (Objective-C/Swift/React Native)。熟悉 iOS 系統架構及相關技術。有實際 iOS 平臺開發經驗。熟悉視訊編解碼體系和相關技術，整合開發影像處理產品與解決方案。熟練掌握 iOS 各類元件，以及介面繪製、後臺運行、資料存儲等原理。了解 Google / Facebook 等第三方 API。對性能優化、記憶體優化有一定的瞭解。邏輯能力強。
有線上作品者優先考慮
職缺條件
工作性質：全職身份類別：一般求職者是否出差：不需出差/外派管理責任：不需負擔管理責任可上班日：不限工作經驗：2年以上學歷要求：專科、大學、碩士語文條件：中文 聽:精通 / 說:精通 / 讀:精通 / 寫:精通
英文 聽:中等 / 說:中等 / 讀:中等 / 寫:中等
擅長工具：Mac OS、Objective-C、Swift、OS X、iOS工作技能：系統架構規劃、系統整合分析、軟體程式設計、網路程式設計其他條件：1. 積極、認真與負責
 學習能力強，具創造性思維能力 良好溝通協調能力 優秀的團隊合作能力需求人數：2人
福利與制度
職缺特色
 
公司特色
 
公司制度
依照勞基法規定；本公司施行一例一休
並走幸福企業模式，本公司不行加班制度。
公司定期舉辦聚會生日會，
三節禮金，
員工旅遊等福利。
"
(薪優).Net Developer,"
Job description
      工作內容
ASP.Net 5年以上開發經驗熟悉JQuery、JavaScript、AJAX熟MS SQL 2008 R2具備良好的Team Work經驗與獨立問題解決的能力具分散式架構開發經驗薪優
職缺條件
工作性質：全職身份類別：一般求職者、二度就業、原住民是否出差：需外派,時間未定管理責任：不需負擔管理責任可上班日：不限工作經驗：無經驗可學歷要求：高中職、專科、大學、碩士、博士語文條件：不拘擅長工具：不拘工作技能：不拘其他條件：未填寫需求人數：1-3人
福利與制度
職缺特色
 
公司特色
 
公司制度
◆ 業界首創高額盈餘分紅制度
 任職滿一年後，每半年可享公司盈餘分紅 分紅比例隨年資、績效而增加
◆ 年初依個人前一年度貢獻調整薪資
◆ 獎金 / 禮品類
 年終獎金 三節禮金/禮品 生日禮金
◆ 保險類
 員工團保
◆ 休閒類
 旅遊津貼 每月～每季舉辦餐敘活動，提供同仁經驗分享和情感交流的平台 定期下午茶
◆ 請 / 休假制度
 週休二日 特休/年假（優於勞基法）
◆ 補助類
 技能進修、證照補助 自購電腦分期補助
"
Mobile/Embedded SW Engineer (RDSS Intern),"
Job description
      Jobid: 56554867
Job Title: Mobile/Embedded SW Engineer (RDSS Intern)
Location: Taiwan, Taipei
Mobile/Embedded SW Engineer (RDSS Intern)
We are now looking for a Mobile/Embedded Software Engineer – Intern in our Taiwan, Taipei Office!
What You’ll Be Doing
The candidate will work directly with customer to provide deep technical assistance in integrating NVIDIA Tegra products into customer platforms, including platform bring up, driver porting and integration, use case support, problem solving, and feature development.The candidate will also assist customer to achieve fully optimized design with NVIDIA product and provide customer feedback as to product feature and software enhancement.
What We Need To See
Bachelor degree in CS, CE, EE is requiredGood English language skills to work effectively with global development and support teamExperience at Linux or AndroidExcellent C skillsExcellent debugging and problem solving skills
Ways To Stand Out From The Crowd
Experience working on embedded systems and ARM processor specificSelf managing and ability to break down complex problems in to manageable tasksEnjoys working with internal and external customers from design to production
NVIDIA is widely considered to be one of the technology world’s most desirable employers. We have some of the most brilliant and talented people on the planet working for us. If you're creative and autonomous, we want to hear from you!
We are an AA/EEO/Veterans/Disabled employer
THE WORLD LEADER IN VISUAL COMPUTING
For more than two decades, NVIDIA has pioneered visual computing, the art and science of computer graphics.
With a singular focus on this field, we offer specialized platforms for the gaming, professional visualization, data center and automotive markets.
Our work is at the center of the most consequential mega-trends in technology — virtual reality, artificial intelligence and self-driving cars.
Learn more about
    "
Tegra SW Engineer (RDSS Intern),"
Job description
      Jobid: 55900611
Job Title: Tegra SW Engineer (RDSS Intern)
Location: Taiwan, Taipei
Tegra SW Engineer (RDSS Intern)
We are now looking for a Tegra SW Engineer (RDSS Intern) in Taiwan, Taipei Office:
What You’ll Be Doing
The candidate will work directly in developing or integrating NVIDIA Mobile software technologies into various NVIDIA platforms, including platform bring up, driver porting and integration, use case development, and problem solving. The candidate might work with the other team to provide deep technical assistance and also assist HW to achieve fully optimized design with NVIDIA products and provide HW feedbacks as to product features and software enhancements.
A successful candidate should be able to work independently and highly self-motivated. He or she should drive issues with little or no supervision.A key success for this position is not only a thorough understanding of NVIDIA hardware and software, but also solid grasp of system design, use case requirements and software stacks.Excellent communication skills, flexible in task assignments and working under pressures are also indispensable for this candidate.
What We Need To See
BS/MS degree (CS/EE)Excellent C skillsExcellent debugging and problem solving skillsFull experience at Linux or AndroidExperience working on embedded systems and ARM processor specificSelf-managing and ability to break down complex problems in to manageable tasksGood English language skills to work effectively with global teams
Ways To Stand Out From The Crowd
Good expert at Linux and Android security and know how to develop the best defenseExperience and knowledge to know hacker how to offense Linux and AndroidExperience in working with the Linux and open-source software communitiesTechnical leadership and mentorship experienceExperience with multiple Linux distributions and processor architectures
NVIDIA is widely considered to be one of the technology world’s most desirable employers. We have some of the most brilliant and talented people on the planet working for us. If you're creative and autonomous, we want to hear from you!
We are an AA/EEO/Veterans/Disabled employer
THE WORLD LEADER IN VISUAL COMPUTING
For more than two decades, NVIDIA has pioneered visual computing, the art and science of computer graphics.
With a singular focus on this field, we offer specialized platforms for the gaming, professional visualization, data center and automotive markets.
Our work is at the center of the most consequential mega-trends in technology — virtual reality, artificial intelligence and self-driving cars.
Learn more about
    "
Android Software Engineers,"
Job description
      Jobid: 56425337
Job Title: Android Software Engineers
Location: Taiwan, Taipei
We are looking for Android Software Engineers to join NVIDIA Taiwan Team!
What You’ll Be Doing
Maintain and improve Android applicationDevelop new features for Android applicationTackle Android related problemsWork within cross functional teams to drive the implementation of new features as well as resolve operational issuesBe a great culture fit, and collaborate with team members on a daily basisWork on Android system software on TegraDebug Android framework issuesDevelop new features for Android system, especially in framework.Participate in various projects including application layer, OS kernel, device driver…etc.
What We Need To See
B.S. or higher degree in Electrical Engineering, Computer Science/EngineeringExcellent programming/coding skills in C/C++, Java, Python, Linux shellStrong architecture, OO, design pattern, and coding skillsStrong Android application development experienceSolid working experience on Android and Embedded Linux OSKnowledge of embedded or mobile system softwareAbility to deal with ambiguity, and willingness to help debug difficult issuesWilling to work in a dynamic environment
Ways To Stand Out From The Crowd
1+ working experience in Android embedded system or Android framework is highly preferredKnowledge of Computer Vision is a plusWorking experience on Android and Embedded Linux OS is a plusExperience with AR/VR/AI, deep learning or Linux kernel is a plus
THE WORLD LEADER IN VISUAL COMPUTING
For more than two decades, NVIDIA has pioneered visual computing, the art and science of computer graphics.
With a singular focus on this field, we offer specialized platforms for the gaming, professional visualization, data center and automotive markets.
Our work is at the center of the most consequential mega-trends in technology — virtual reality, artificial intelligence and self-driving cars.
Learn more about
    "
Sr. Mobile Backend Developer,"
Job description
Overview
Trend Micro Consumer Backend team is looking for talent backend engineer to develop mobile product backend including the features like Lost Device Protection, Product Licensing, In-app purchase and so forth. The major supporting products are iOS, Android and Amazon kindle. You’ll learn how to code a high scalability service to server world wild mobile users. You will also learn how to leverage the power of data analysis to benefit your value customers, your products, and your works.
Facing the fast-growing user volume and business, we should build up backend services with high-capacity, instant response and flexible design.
Key Responsibilities
 Design/ implement/ sustain the backend platform for mobile apps Integrate with mobile In-app Purchase in different mobile platforms (Apple Store, Google Play) Own the quality of your modules including unit testing, smoke testing, and performance
Qualification/Requirement
[Must have]
 BS/MS in Computer Science or Information Service related 3+ years experience in web application/ web service development with C# .NET. PHP is a plus 4+ years software development experience Able to work in a fast-paced, creative and collaborative environment Self-motivated with a passion for the web and technology Strong problem solving, analytical skills Moderate English reading/writing skills
[Nice to have]
 Experience with mobile backend development Experience with large-scale distributed systems Experience with cloud platforms (AWS, Azure...) Experience with mobile app development Experience with mobile In-app purchase integration

"
Sr. Front-end Developer,"
Job description
Overview
We're looking for talented front-end developers join our team to develop web portal for TMRM(Trend Micro Remote Manager) and WFBS-SVC(Worry-Free Business Security Services).
TMRM is a central management console for Trend Micro partner to manage multiple security services for their end customers. And WFBS-SVC provides enterprise-class protection for Windows, Mac, and mobile devices from a secure, centralized, web-based management console. Join us to embrace the cutting edge FED technologies and pursue the excellence, to provide the most user friendly interface to the customer.
Qualification/Requirement
 BS/MS in Computer Science or related technical domains are required. 3+ year experiences of front-end or web application development. Solid experience with JavaScript, AJAX, CSS, and HTML development. Developing cross-browser and cross-platform compatible solutions. Good JavaScript programming skills and experience with React.js. Aggressive working attitude, self-motivated and willing to take challenge. Good communication skills and team work spirit. Detail oriented, analytical with excellent problem solving and troubleshooting abilities.

"
BMC Engineer,"
Job description
Everyonehas a story to tell.  If you have a passion for advancingtechnology solutions, always putting customer first and want to become part ofa team that thrives on excellence in the rapidly changing world of technology, build yourcareer story with us. Ourassociates are our strength and we are continually focused on creating a workenvironment that is fun and inclusive with a sense of work-life balance andcharitable giving. Our next chapter can be your success!
MechanicalDesign Engineer
 Transforma Page in Your Career Story 
Responsiblefor the design and development of server BMC (Baseboard Management Controller)firmwareStudy industry specifications,vendor's documentation and customer’s specifications, then implement supportingIPMI/BMC firmware and/or IPMI OEM commands into existing code basesDebug BMC issues and/or jointdebug issues related to BIOS, OS, hardware and device driversDrive resolution of fieldreported BMC issuesOwnership of platform BMCthrough the platform lifecycle from bring up through sustenanceDeveloping a workingrelationship with all stake holders (Program management, validation, techmarketing, interface design teams, etc.) in defining work schedule, design,interface, execution in a matrix organization
Primary Location
CN-Taiwan-Taipei
Job
Engineering
Organization
HYV-19-Manufacturing
Job Posting
Apr 13, 2017, 2:51:19 PM
 Whatmakes you a bestseller? 
B acheloror Master of Science Degree in Electrical /Electronics or Computer Engineeringor Software Engineer 3+ years of industryexperience, focusing on IPMI/BMC development3+ years in C/C++ orassembly language programming experienceExperiencewith source code trace toolsKnowledgeof industry specifications such as PCI, ACPI, SMBIOS, DMI, IPMI/BMCFamiliaritywith AMI Mega RAC SP|X code base and tools would be an added advantageFamiliaritywith fan control schemes for BMC/SIO/HW monitor silicon IC’sExperiencewith I2C/SMBus Protocol Analyzers would be an added advantageExperiencewith Aspeed AST2300/2400/2500 BMC controllers would be an added advantageGoodteam work skills, be well organized and show demonstrated ability to work andsolve problems independently, ability to learn independentlyDemonstratestrong problem solving skillsExcellentwritten and verbal communication skills; mastery in English and local language
 Enhancethe Story with Hyve Perks 
Hyve Solutions intends to providethe following employee benefit program, subject to legal requirements andminimum headcount requirements needed to implement such group benefitplans. This position has a base salaryand bonus plan. Benefits include GroupLife, Group AD&D, Group Critical Illness, Group Accidental MedicalReimbursement, Group Hospital & Surgical, and Group Cancer Indemnity. HyveSolutions recognizes National Holidays.
 Employees are our greatest asset and we empower them tomake a difference in our business. Diversity and inclusion makes us all better. Qualified applicants will receive considerationfor employment without regard to race, color, religion, sex, national origin,sexual orientation, gender identity, disability or protected veteranstatus. 
HYVESOLUTIONS. Be a part of it! 
Note:The preceding job description has been designed to indicate the general natureand level of work performed by employees with this classification. It is notdesigned to contain or be interpreted as a comprehensive inventory of allduties, responsibilities and qualifications required of employees assigned tothis job.
    "
Sr. Engineer in Test -Luwak,"
Job description
Overview
As Sr. Software Engineer in Test is responsible for quality assurance for a distributed big data system which is Threat Investigation Center (TIC), a.k.a. Luwak. TIC is to serve Managed Security Service Provider (MSSP) helping their customers proactively identify possible target attack and affected victims then provide containment or mitigation by correlating various events with Trend Micro and 3 rd party intelligent systems.
 Ensure excellent quality of a distribution system by conducting innovative software testing. Design and execute testing. (Test Spec, Test Case) Develop testing tool/automation. (Python or other script language) Issue follow-up and troubleshooting. Learn cutting edge threat knowledge to ensure our product’s edge in the fast-paced cyber threat domain. Learn the knowledge on server platforms within complex enterprise environment. Learn comprehensive software product development lifecycle.
Qualification/Requirement
 Bachelor degree or higher in computer science or equivalent work experience. 2+ years experience in software development/testing. Familiar with web application testing. Familiar with Python programming language. Familiar with Elastic Search is a plus. Familiar with performance test is a plus. Familiar with malware/web threat analysis is a plus. Familiar with Hadoop ecosystem is a plus. Trustworthy, proactive and self-motivated. Good English written and verbal communication skills.

"
Server-Side Developer,"
Job description
[About this Job]
We are looking for experienced Software Engineer with strong backgrounds in webserver, application server and platform development. If you want to join aworld-class development team of LINE, we look forward to hearing from you soon!
[Responsibilities]
 Build new service components for Taiwan and Global market. Design and build core, backend software components for Messaging, Social Graphand Partnership platform. Create APIs and services that allow third-parties to integrate with and utilizeLINE platform. Work closely with our development teams at Tokyo and Seoul
[Qualifications]
 Required
 Passions for solving the world’stoughest problems, and abilities to solve them. Much experience with Java or C, C++, other languages. B.S. or M.S. Computer Science or related fields. Experience of building distributed service and of handling big datapreferred. Fluent in English or Japanese, Korean. Experience developing PC/Smartphone web applications (3+years)
﻿
﻿
[Location]
Neihu Dist., Taipei, Taiwan
"
